-0.260237,0.0624156,0.103612,0.264719,0.109387,-0.100567,0.291172,-0.0788943,0.0555218,-0.168581,0.263096,0.418371
-0.319904,0.0926568,0.0120972,0.411095,0.151503,-0.135326,0.37433,-0.122296,0.0959743,-0.258554,0.302461,0.58529
-0.353906,0.0991517,-0.118623,0.474839,0.149342,-0.0884962,0.382384,-0.193885,0.156168,-0.336837,0.333476,0.579446
-0.381426,0.0752722,-0.19385,0.50087,0.151601,-0.0796784,0.396271,-0.252389,0.185818,-0.405692,0.325909,0.571372
-0.354543,0.122701,-0.292622,0.546235,0.121214,-0.108863,0.361434,-0.260225,0.199721,-0.391145,0.3082,0.467404
-0.247422,0.289149,-0.358674,0.718666,0.0422797,-0.18166,0.204374,-0.236241,0.252008,-0.41621,0.187279,0.25698
-0.21437,0.320179,-0.317996,0.831916,0.0198678,-0.206386,0.146428,-0.157718,0.290442,-0.499139,0.121718,0.242675
-0.292664,0.230265,-0.358925,0.731417,0.130854,-0.180627,0.339701,-0.138447,0.371362,-0.554511,0.180931,0.448236
-0.354608,0.153364,-0.471367,0.631088,0.204799,-0.14238,0.487711,-0.136886,0.439493,-0.575867,0.260512,0.640696
-0.437466,0.0690353,-0.602068,0.471299,0.251571,-0.141524,0.502629,-0.113515,0.352448,-0.448351,0.356791,0.726007
-0.408097,0.145586,-0.621067,0.473976,0.229638,-0.193194,0.272572,-0.0534542,0.23639,-0.426842,0.25605,0.73085
-0.383976,0.203484,-0.546787,0.530156,0.183826,-0.239483,0.18292,-0.0974792,0.248999,-0.434283,0.16014,0.750747
-0.299118,0.30441,-0.449945,0.689403,0.10617,-0.309556,0.186236,-0.0789967,0.398432,-0.532639,0.0924272,0.765566
-0.308479,0.277921,-0.461489,0.667275,0.154376,-0.333928,0.262803,-0.0664821,0.44154,-0.513321,0.132029,0.783802
-0.365145,0.185222,-0.591688,0.546444,0.197222,-0.281559,0.404992,-0.0899785,0.44764,-0.377974,0.249186,0.812016
-0.451076,0.0852371,-0.752722,0.387195,0.226976,-0.198774,0.463371,-0.0930995,0.389119,-0.257753,0.330608,0.851207
-0.490729,0.0780378,-0.787534,0.343634,0.243181,-0.163788,0.416529,-0.0676739,0.344298,-0.292344,0.270107,0.951757
-0.447726,0.152634,-0.700764,0.381279,0.243496,-0.227249,0.269983,-0.0447173,0.298805,-0.372539,0.133149,1.00581
-0.402847,0.210424,-0.594415,0.442941,0.206164,-0.307411,0.157394,-0.0424761,0.278921,-0.381651,0.0472717,1.00669
-0.365074,0.25698,-0.583812,0.51928,0.122006,-0.326444,0.215906,-0.0367417,0.360166,-0.298712,0.0867007,0.974943
-0.39748,0.195251,-0.703549,0.443986,0.124617,-0.271031,0.364241,-0.0602997,0.418217,-0.181136,0.181909,0.969581
-0.522299,0.00809716,-0.878579,0.203515,0.210469,-0.0927112,0.535249,-0.0834162,0.376576,-0.0196583,0.315203,1.05935
-0.559165,-0.0243688,-0.953653,0.128367,0.231968,-0.0520899,0.503623,-0.037119,0.313463,-0.0267327,0.274025,1.16007
-0.461848,0.0202581,-0.855429,0.0825436,0.237285,-0.120071,0.285502,0.0392962,0.138061,-0.105539,0.0568367,1.25102
-0.413876,0.0489984,-0.71952,0.14334,0.179839,-0.186749,0.193326,-0.0335674,0.116046,-0.100156,-0.0417599,1.27372
-0.361969,0.179229,-0.645032,0.304634,0.091964,-0.268321,0.278115,-0.00484672,0.283323,-0.056528,0.0393074,1.23079
-0.39233,0.101882,-0.804992,0.196392,0.108611,-0.171357,0.507479,-0.0492496,0.389153,0.122607,0.180995,1.18112
-0.427124,0.0257975,-0.974799,0.0811382,0.122875,-0.054258,0.589735,-0.0348561,0.385932,0.230694,0.246973,1.1282
-0.494272,-0.0825446,-1.06305,-0.0409605,0.198503,-0.00638773,0.563834,0.0101522,0.290462,0.221577,0.240499,1.20985
-0.428047,-0.0124629,-0.989881,0.00110806,0.164471,-0.0440787,0.443536,0.0077697,0.246486,0.104698,0.0936971,1.32101
-0.37231,0.0561137,-0.859196,0.0893097,0.0957951,-0.106862,0.401885,-0.0211489,0.269475,0.0383362,0.0352216,1.34838
-0.342178,0.0858215,-0.822251,0.128609,0.0446551,-0.14026,0.484193,-0.0101499,0.361069,0.0686713,0.116273,1.30112
-0.317208,0.111524,-0.913707,0.125081,0.0307703,-0.121049,0.573828,-0.0263975,0.43429,0.185381,0.151134,1.17218
-0.333531,0.0933808,-0.989034,0.0961337,0.0674798,-0.113568,0.585183,0.00584368,0.445943,0.194122,0.176586,1.11136
-0.344318,0.0766774,-0.983935,0.0878164,0.108967,-0.136849,0.57813,0.0169435,0.454269,0.0877107,0.163706,1.19199
-0.311607,0.114285,-0.914706,0.149248,0.0913952,-0.185159,0.546512,0.0064292,0.477842,-0.0149398,0.1241,1.25589
-0.2898,0.124893,-0.867059,0.178102,0.0723347,-0.210883,0.548447,-0.00303216,0.501932,-0.0255394,0.135488,1.2533
-0.232056,0.194816,-0.848795,0.259131,0.0201416,-0.264266,0.52697,0.00458737,0.554266,-0.0210536,0.11096,1.15236
-0.227148,0.20328,-0.872633,0.25751,0.0367143,-0.289277,0.529122,0.0136465,0.567235,-0.00457623,0.123099,1.08263
-0.280675,0.137302,-0.922351,0.166065,0.0878969,-0.236938,0.590445,-0.00991427,0.560792,0.0369581,0.168662,1.10377
-0.276481,0.140758,-0.918907,0.176577,0.0934055,-0.219656,0.597939,-0.0193469,0.592622,-0.026446,0.163786,1.1522
-0.244935,0.171375,-0.861882,0.225927,0.0825815,-0.273138,0.542729,0.00548207,0.58992,-0.109192,0.136755,1.18921
-0.200404,0.221221,-0.798776,0.297626,0.0422241,-0.350565,0.467191,0.0292757,0.583301,-0.133365,0.103403,1.14517
-0.181186,0.249296,-0.775087,0.334597,0.0337823,-0.38573,0.475497,0.00394451,0.62402,-0.123688,0.10217,1.07631
-0.193561,0.232908,-0.813733,0.312856,0.0677947,-0.343564,0.553085,-0.0428681,0.680994,-0.101305,0.132509,1.03658
-0.253024,0.161629,-0.880674,0.217933,0.125667,-0.270168,0.610253,-0.0524342,0.671944,-0.0822136,0.191299,1.09019
-0.288152,0.125881,-0.909035,0.161912,0.145176,-0.255584,0.592042,-0.0201354,0.618913,-0.0895869,0.194741,1.16746
-0.267982,0.154322,-0.880153,0.184506,0.11513,-0.294272,0.508987,0.0159179,0.57149,-0.121588,0.147067,1.20715
-0.198041,0.237719,-0.768759,0.305317,0.0519115,-0.382827,0.417226,0.0218642,0.598524,-0.194159,0.0972447,1.17774
-0.165473,0.270543,-0.705113,0.367948,0.0443621,-0.439735,0.42789,-0.00949125,0.660015,-0.215115,0.101202,1.1295
-0.164682,0.268915,-0.726049,0.369732,0.068612,-0.439303,0.479462,-0.0353362,0.709087,-0.200825,0.122755,1.08526
-0.209524,0.212606,-0.826324,0.28175,0.116231,-0.351439,0.583896,-0.0740672,0.726241,-0.102394,0.179522,1.0453
-0.290766,0.122575,-0.918208,0.1551,0.169762,-0.272388,0.609066,-0.049121,0.665409,-0.0732636,0.222153,1.12103
-0.282594,0.137977,-0.9002,0.162873,0.156964,-0.284949,0.543532,-0.0141622,0.61956,-0.14745,0.177469,1.21042
-0.193199,0.241413,-0.767752,0.312041,0.0736479,-0.385535,0.403186,0.014048,0.624225,-0.259363,0.107819,1.19571
-0.126795,0.310868,-0.656978,0.436756,0.0284719,-0.483313,0.350639,-0.0030088,0.675178,-0.299832,0.0925562,1.10064
-0.107161,0.323062,-0.65439,0.471876,0.0440879,-0.510865,0.40981,-0.0377648,0.743212,-0.281435,0.107167,1.01206
-0.164275,0.250754,-0.777852,0.360388,0.112003,-0.41721,0.547441,-0.0887464,0.767148,-0.162131,0.166628,0.970801
-0.275759,0.117498,-0.911383,0.177429,0.183731,-0.270722,0.642382,-0.0882041,0.70662,-0.0594174,0.252912,1.0411
-0.322314,0.0883184,-0.954549,0.109893,0.203648,-0.236553,0.594571,-0.0457005,0.631746,-0.121813,0.224169,1.17458
-0.246625,0.174713,-0.849861,0.187034,0.146619,-0.323026,0.423798,0.0118504,0.552417,-0.243385,0.12046,1.24627
-0.135841,0.289926,-0.638383,0.390218,0.041189,-0.461164,0.263046,0.0178195,0.583843,-0.335274,0.0604292,1.17415
-0.0473104,0.381435,-0.543952,0.548279,-0.0053651,-0.585174,0.295421,-0.0172132,0.711458,-0.3224,0.0646613,1.00326
-0.000308417,0.389589,-0.617692,0.543038,0.0459684,-0.557381,0.515222,-0.132011,0.910882,-0.170866,0.0620558,0.76504
-0.143206,0.167328,-0.849002,0.253864,0.199673,-0.275166,0.699409,-0.133797,0.819781,0.0701124,0.247633,0.755047
