-0.205354,-0.0500451,0.205223,0.234119,0.0520094,-0.0658868,0.247817,-0.0184266,0.0453823,-0.206331,0.292604,0.24779
-0.265303,-0.0335957,0.133453,0.330425,0.0951834,-0.1011,0.369972,-0.0524621,0.0704467,-0.341789,0.359437,0.36343
-0.293514,-0.00636251,-0.0174547,0.373966,0.1165,-0.0744456,0.417559,-0.14779,0.132762,-0.45027,0.362335,0.366524
-0.31137,-0.00784753,-0.127347,0.396892,0.124614,-0.0712585,0.43032,-0.237056,0.166997,-0.527822,0.321364,0.335814
-0.318125,0.00113957,-0.193808,0.399418,0.147914,-0.102396,0.414497,-0.282296,0.165359,-0.572626,0.289859,0.309373
-0.324536,0.0205364,-0.237963,0.386913,0.188716,-0.140309,0.42257,-0.312769,0.180156,-0.601727,0.276867,0.327175
-0.333995,0.0156318,-0.237806,0.388974,0.202147,-0.148666,0.41424,-0.316856,0.184385,-0.616308,0.270658,0.362414
-0.324373,0.0262007,-0.230036,0.402342,0.201373,-0.165659,0.403335,-0.313055,0.203111,-0.629799,0.269973,0.393569
-0.317636,0.0293091,-0.234574,0.399464,0.206271,-0.183473,0.412153,-0.308438,0.222642,-0.621889,0.283422,0.422912
-0.312986,0.0302884,-0.251466,0.390094,0.210765,-0.194515,0.428854,-0.302108,0.242026,-0.605095,0.298312,0.449649
-0.305548,0.0353386,-0.270831,0.386461,0.210644,-0.201663,0.442675,-0.297294,0.265822,-0.595993,0.305982,0.469333
-0.298319,0.0405611,-0.287521,0.385053,0.211154,-0.208553,0.452598,-0.294303,0.288578,-0.593923,0.309584,0.483347
-0.293821,0.0436723,-0.301561,0.382086,0.214591,-0.214859,0.460871,-0.292405,0.30724,-0.594671,0.312945,0.496286
-0.290748,0.0460388,-0.312467,0.379459,0.218619,-0.220399,0.467168,-0.290729,0.322798,-0.597302,0.315998,0.509676
-0.288267,0.048252,-0.320998,0.376943,0.222609,-0.22612,0.471454,-0.288572,0.335258,-0.599319,0.319061,0.522739
-0.285927,0.0504646,-0.327677,0.374924,0.226111,-0.231974,0.474895,-0.286208,0.345913,-0.600198,0.321874,0.535516
-0.283459,0.0526222,-0.333295,0.373452,0.228937,-0.237799,0.478179,-0.283868,0.355597,-0.599834,0.324255,0.5476
-0.280797,0.0547457,-0.338526,0.37244,0.231099,-0.243261,0.481562,-0.281677,0.364767,-0.598601,0.326308,0.558438
-0.278186,0.0567232,-0.343461,0.371867,0.232749,-0.247917,0.484906,-0.279691,0.37332,-0.597079,0.328076,0.567518
-0.275749,0.0582994,-0.348406,0.37109,0.234264,-0.252061,0.488573,-0.277987,0.381501,-0.595844,0.329991,0.576012
-0.273598,0.0596712,-0.353041,0.37038,0.235701,-0.25572,0.491818,-0.276479,0.388886,-0.595013,0.331534,0.583626
-0.271863,0.0607355,-0.357327,0.369564,0.237148,-0.258902,0.494793,-0.275233,0.395453,-0.594449,0.33297,0.590677
-0.270442,0.0615558,-0.361222,0.368778,0.238506,-0.261699,0.497543,-0.274197,0.401358,-0.594167,0.33435,0.597375
-0.269222,0.0622153,-0.364771,0.368036,0.239758,-0.264321,0.500061,-0.273261,0.406648,-0.593997,0.335678,0.603719
-0.268135,0.0627975,-0.368057,0.367312,0.240902,-0.266855,0.502366,-0.272347,0.411366,-0.593763,0.336957,0.609633
-0.267117,0.0633581,-0.371147,0.366583,0.241897,-0.269346,0.504437,-0.271459,0.41554,-0.593348,0.338065,0.615006
-0.266215,0.0638432,-0.37407,0.365887,0.242808,-0.271681,0.506473,-0.270719,0.419381,-0.592923,0.339025,0.620048
-0.265424,0.0642466,-0.376858,0.365255,0.243662,-0.273856,0.508472,-0.2701,0.422955,-0.592569,0.339886,0.624826
-0.264721,0.0646027,-0.379547,0.364633,0.244451,-0.275936,0.510339,-0.269506,0.426179,-0.592172,0.340675,0.629236
-0.264108,0.064922,-0.382124,0.364013,0.245166,-0.277909,0.512079,-0.268941,0.429057,-0.591715,0.341382,0.633277
-0.263598,0.0651888,-0.3846,0.363376,0.245826,-0.279759,0.513737,-0.268434,0.431629,-0.591217,0.342006,0.637013
-0.263266,0.0652919,-0.387195,0.362407,0.246513,-0.28158,0.515403,-0.267971,0.433773,-0.590421,0.342589,0.640572
